施設名,ラウンジ形態,媒体,総合スコア,投稿日,宿泊日,プラン名,喫食,客室,利用人数,年代,性別,目的,同伴者,レビュータイトル,レビュー本文,客室、アメニティ,施設、設備,接客、サービス,お食事,温泉、お風呂,満足度
インターゲート京都,宿泊者全員,一休,5.00,2024/8/6,2024/7/22～,,食事なし,【禁煙】インターゲートツイン新町通側,2名 1室,,,,,山鉾町の良き一員!なホテル,インターゲートツインは、5階と2階にあります。以前に別カテゴリーの４階の部屋に泊まりましたが、４階でも、なかなか京都らしい眺望が楽しめました。また、インターゲートツインのある5階なら、もっと前も開けているし、南観音山の白い鳥にも近く面白い眺めかと思います。我々は、今回は、この時期の気圧の変化に弱いので、低層階インターゲートツイン(２階)にしてもらいましたが、体調不良には、低層階がラクでした。とても助かりました!,5,5,5,5,5,5
インターゲート京都,宿泊者全員,一休,5.00,2024/7/29,2024/7/20～,,朝食付,【禁煙】スーペリアツイン新町通側,1名 1室,,,,,3回目の利用です,3回目の利用です。祇園祭後祭期間に新町通り側のお部屋を指定したので10時ごろまでお囃子を楽しめました。フロント側にアメニティが有り必要に応じて取るシステム。無駄がなくて良いですし化粧品は雪肌精が嬉しい(前は無かったかと) 朝食は今回も美味しく野菜をたくさんいただけました。後祭の山鉾の御朱印集めをしていたので途中ラウンジに寄って冷たい物で一息いれながら回れたのでこちらに宿泊して正解でした。,5,5,5,5,5,5
インターゲート京都,宿泊者全員,一休,4.50,2024/1/30,2024/1/28～,,朝食付,【禁煙】お部屋タイプおまかせ,2名 1室,,,,,ラウンジのサービス最高でした,ラウンジでのサービスを楽しみに、宿泊しました。お部屋は清潔感あって、コンパクトで落ち着いた雰囲気。お風呂も気持ちよかったです。ラウンジは期待以上で、ゆっくり楽しませていただきました。朝食も美味しかったです。,4,4,5,5,4,5
インターゲート京都,宿泊者全員,一休,5.00,2025/5/31,2025/5/27～,,朝食付,【禁煙】スーペリアツイン新町通側（24平米）,2名 1室,,,,,もう数え切れないくらい利用〜の、マイホテルです,先日も投稿させて頂きましたが…歩いて行ける距離ながらマイホテルの様に3年ほど前から数ヶ月に一度利用させて頂いております 皆さん愛想も良く…全てほぼ満点〜欲を言えばラウンジのおやつが少し減った？クッキー、抹茶パピロ他良かった〜のが無くて残念〜 でも、夫婦共々お気に入りのホテルです 3:00〜翌朝10:00迄 堪能させて頂いています 外人さんが多いのも有りますがいつもゆったり大浴場も空いており、ラウンジも最高です！自慢じゃ無いですが夕方〜翌朝朝食後まで一番入り浸りさせて頂いてると思います 居心地がお風呂後ちょっとティータイム…それが終わればワインタイム で、それが終わればお茶漬けタイム…部屋に戻っている間も有りません(笑) とにかく生活の一部です？ 早速6月も24日お伺い致しますので宜しくお願い致しますm(_ _)m,5,5,5,5,5,5
インターゲート京都,宿泊者全員,一休,5.00,2024/8/6,2024/7/23～,,食事なし,【禁煙】インターゲートツイン新町通側,2名 1室,,,,,粽のお菓子にビックリ,後祭の期間、このホテル名物のラウンジの、午後〜夕刻までのスナックの中に、「粽形の餅菓子」が出されていました。 また、山鉾巡行日でもある7月24日が土用丑の日でもあったので、夜のお茶漬けバイキングに、鰻の蒲焼も出されていて、狂喜乱舞しました。,5,5,5,5,5,5
インターゲート京都,宿泊者全員,一休,5.00,2024/8/8,2024/8/5～,,食事なし,【禁煙】コネクティングスーペリアツインルーム,4名 1室,,,,,家族でワイワイ,今回、初めて宿泊させて頂きました。 予想通りの良いホテルでした。,5,5,5,,5,5
インターゲート京都,宿泊者全員,一休,5.00,2025/6/22,2025/6/20～,,食事なし,【禁煙】スーペリアツイン（24平米 ベッド幅110cm）,3名 1室,,,,,2回目の宿泊,2回目の宿泊ですがやはり最高でした。 今回は2人で10000円程度なのでかなりお得に泊まれました。また宿泊したいです,5,5,5,5,5,5
インターゲート京都,宿泊者全員,一休,4.83,2024/3/22,2024/3/20～,,朝食付,【禁煙】スーペリアハリウッドツイン,2名 1室,,,,,舞妓さんサプライズ,夕方、ロビーで和ろうそくを見ていたら、これから舞妓さんの舞を披露するとの事で、目の前のソファー席で楽しめました。 雪がチラついてとても寒い日でしたが、ほっこりしました。1階のお風呂も使いやすく、ゆっくりできました。朝食も種類がたくさんあってどれも美味しかったです。立地も四条新町で便利でしたので、また利用します。,5,4,5,5,5,5
インターゲート京都,宿泊者全員,一休,5.00,2024/6/24,2024/6/22～,,食事なし,【禁煙】スーペリアツイン新町通側,2名 1室,,,,,お気に入りの宿,2度目の宿泊。最寄りは地下鉄四条駅。京町家風の落ち着いた外観だが中身はとても近代的。時間帯によって喫茶、ワイン等とおつまみ、ぶぶ漬けなどのサービスのあるラウンジも無料で利用可能。綺麗な大浴場もあり、サービスも良く申し分のないホテル。時期的に、向かいの2階で祇園祭の囃子のお稽古の音がとても素敵でした。,5,5,5,5,5,5
インターゲート京都,宿泊者全員,一休,4.67,2024/1/4,2024/1/2～,,朝食付,【禁煙】コネクティングスーペリアハリウッドツイン,3名 1室,,,,,ラウンジを楽しめました！,新しいホテルで、清掃も行き届いていて、快適に過ごすことができました。 ３人なのでコネクティングルームを利用しました。 コネクティングルームがあるところはなかなかないので、とてもよかったです。 ラウンジでのぶぶ茶漬けは、夕食から帰ったあと、美味しくいただきました。 ラウンジのコーヒーの持ち帰りがあるのも重宝しました。 また、お正月三が日なので、朝食にスパークリングワインもあり、ゆったりとくつろげました。 大浴場にタオルがないのが、唯一、残念なところです。コスパを考えると仕方ないのかもしれません。 立地もよく、雰囲気のよいホテルでした。 また機会があれば、利用したいと思います。 ありがとうございました。,5,5,4,5,4,5
インターゲート京都,宿泊者全員,一休,4.83,2024/2/27,2024/2/24～,,朝食付,【禁煙】スーペリアダブル,2名 1室,,,,,子連れにも快適でした,幼児連れての京都旅行で宿泊しました。 館内および部屋共に清潔、快適、適度なスペース、バイキングの朝食（和洋あり）、ロビーの空間、いずれもとても心地良かったです。子供用スリッパやアメニティもご用意いただきありがたかったです。 コーヒーや飲み物の無料サービスや、お菓子の無理サービス（利用時間にルールあり）も、疲れる子連れ旅にも嬉しいサービスでした。大浴場は子供が小さくてウロチョロするので利用しなかったのですが、お部屋のユニットバスも狭すぎることはなく入りやすくて良かったです。 受付のスタッフの方のご対応も丁寧かつ的確なご対応でありがたかったです。,5,5,5,5,4,5
